,0
2021-12-09,-0.00879005421130845
2021-12-10,0.0072546804710441545
2021-12-13,-0.01860208078153059
2021-12-14,-0.005887915216127437
2021-12-15,0.03210309517784923
2021-12-16,-0.029495908268341524
2021-12-17,-0.010750047483672415
2021-12-20,-0.006662701580116682
2021-12-21,0.02288681198923835
2021-12-22,0.01541845183552432
2021-12-23,0.0032388366113991437
2021-12-27,0.009801982935744732
2021-12-28,-0.004955873261270909
2021-12-29,-0.00285599803119273
2021-12-30,-0.004021643236079191
2021-12-31,-0.010019003090901764
2022-01-03,0.008873141029378286
2022-01-04,-0.007785666401305961
2022-01-05,-0.04268257673458174
2022-01-06,-0.010457024315956692
2022-01-07,-0.0020624267419685235
2022-01-10,-0.004039033246703153
2022-01-11,0.021236063399141972
2022-01-12,0.00045648065065219065
